id,ts,team,avg_acs
1665,2025-10-08 13:02:12.824154+05:00,TALON,222.72
1666,2025-10-08 13:02:12.824792+05:00,LEVIATÁN,260.85
1667,2025-10-08 13:02:12.825261+05:00,Gen.G,246.77
1668,2025-10-08 13:02:12.825596+05:00,FUT Esports,244.21
1669,2025-10-08 13:02:12.825931+05:00,EDward Gaming,172.75
1670,2025-10-08 13:02:12.826250+05:00,FunPlus Phoenix,205.95
1671,2025-10-08 13:02:12.826568+05:00,Trace Esports,149.79
1672,2025-10-08 13:02:12.826885+05:00,G2 Esports,207.16
1673,2025-10-08 13:02:12.827199+05:00,Paper Rex,187.66
1674,2025-10-08 13:02:12.827503+05:00,KRÜ Esports,231.24
1675,2025-10-08 13:02:12.827817+05:00,FNATIC,263.73
1676,2025-10-08 13:02:12.828142+05:00,DRX,179.87
1677,2025-10-08 13:02:12.828501+05:00,Team Heretics,189.20
1678,2025-10-08 13:02:12.828848+05:00,Team Vitality,152.40
1679,2025-10-08 13:02:12.829272+05:00,Sentinels,190.07
1680,2025-10-08 13:02:12.829664+05:00,Bilibili Gaming,231.59
1681,2025-10-08 13:02:22.836251+05:00,TALON,219.95
1682,2025-10-08 13:02:22.837185+05:00,LEVIATÁN,264.38
1683,2025-10-08 13:02:22.837591+05:00,Gen.G,245.69
1684,2025-10-08 13:02:22.837902+05:00,FUT Esports,248.80
1685,2025-10-08 13:02:22.838185+05:00,EDward Gaming,176.29
1686,2025-10-08 13:02:22.838484+05:00,FunPlus Phoenix,196.98
1687,2025-10-08 13:02:22.838788+05:00,Trace Esports,142.24
1688,2025-10-08 13:02:22.839069+05:00,G2 Esports,197.85
1689,2025-10-08 13:02:22.839395+05:00,Paper Rex,196.75
1690,2025-10-08 13:02:22.839729+05:00,KRÜ Esports,229.86
1691,2025-10-08 13:02:22.840042+05:00,FNATIC,272.53
1692,2025-10-08 13:02:22.840342+05:00,DRX,179.69
1693,2025-10-08 13:02:22.840624+05:00,Team Heretics,198.06
1694,2025-10-08 13:02:22.840917+05:00,Team Vitality,152.84
1695,2025-10-08 13:02:22.841214+05:00,Sentinels,181.44
1696,2025-10-08 13:02:22.841498+05:00,Bilibili Gaming,237.38
1697,2025-10-08 13:02:32.851416+05:00,TALON,212.08
1698,2025-10-08 13:02:32.852302+05:00,LEVIATÁN,258.05
1699,2025-10-08 13:02:32.852620+05:00,Gen.G,237.28
1700,2025-10-08 13:02:32.852911+05:00,FUT Esports,241.74
1701,2025-10-08 13:02:32.853191+05:00,EDward Gaming,175.15
1702,2025-10-08 13:02:32.853480+05:00,FunPlus Phoenix,206.10
1703,2025-10-08 13:02:32.853778+05:00,Trace Esports,151.18
1704,2025-10-08 13:02:32.854057+05:00,G2 Esports,202.72
1705,2025-10-08 13:02:32.854337+05:00,Paper Rex,201.80
1706,2025-10-08 13:02:32.854637+05:00,KRÜ Esports,221.52
1707,2025-10-08 13:02:32.854919+05:00,FNATIC,270.60
1708,2025-10-08 13:02:32.855194+05:00,DRX,181.44
1709,2025-10-08 13:02:32.855475+05:00,Team Heretics,196.56
1710,2025-10-08 13:02:32.855791+05:00,Team Vitality,147.52
1711,2025-10-08 13:02:32.856087+05:00,Sentinels,182.89
1712,2025-10-08 13:02:32.856374+05:00,Bilibili Gaming,240.30
1713,2025-10-08 13:02:42.857664+05:00,TALON,203.97
1714,2025-10-08 13:02:42.858208+05:00,LEVIATÁN,253.26
1715,2025-10-08 13:02:42.858477+05:00,Gen.G,243.30
1716,2025-10-08 13:02:42.858736+05:00,FUT Esports,248.75
1717,2025-10-08 13:02:42.858955+05:00,EDward Gaming,173.70
1718,2025-10-08 13:02:42.859164+05:00,FunPlus Phoenix,210.10
1719,2025-10-08 13:02:42.859375+05:00,Trace Esports,157.40
1720,2025-10-08 13:02:42.859581+05:00,G2 Esports,208.85
1721,2025-10-08 13:02:42.859785+05:00,Paper Rex,204.06
1722,2025-10-08 13:02:42.859993+05:00,KRÜ Esports,222.67
1723,2025-10-08 13:02:42.860196+05:00,FNATIC,269.60
1724,2025-10-08 13:02:42.860399+05:00,DRX,172.89
1725,2025-10-08 13:02:42.860603+05:00,Team Heretics,197.88
1726,2025-10-08 13:02:42.860876+05:00,Team Vitality,143.28
1727,2025-10-08 13:02:42.861122+05:00,Sentinels,178.28
1728,2025-10-08 13:02:42.861454+05:00,Bilibili Gaming,241.52
1729,2025-10-08 13:02:52.865047+05:00,TALON,204.00
1730,2025-10-08 13:02:52.867704+05:00,LEVIATÁN,245.33
1731,2025-10-08 13:02:52.868101+05:00,Gen.G,234.53
1732,2025-10-08 13:02:52.868477+05:00,FUT Esports,257.86
1733,2025-10-08 13:02:52.868887+05:00,EDward Gaming,165.18
1734,2025-10-08 13:02:52.869199+05:00,FunPlus Phoenix,202.07
1735,2025-10-08 13:02:52.869482+05:00,Trace Esports,154.33
1736,2025-10-08 13:02:52.869762+05:00,G2 Esports,215.91
1737,2025-10-08 13:02:52.870134+05:00,Paper Rex,199.28
1738,2025-10-08 13:02:52.870520+05:00,KRÜ Esports,218.54
1739,2025-10-08 13:02:52.870865+05:00,FNATIC,261.79
1740,2025-10-08 13:02:52.871170+05:00,DRX,174.88
1741,2025-10-08 13:02:52.871465+05:00,Team Heretics,205.39
1742,2025-10-08 13:02:52.871752+05:00,Team Vitality,142.69
1743,2025-10-08 13:02:52.872034+05:00,Sentinels,168.97
1744,2025-10-08 13:02:52.872340+05:00,Bilibili Gaming,250.25
1745,2025-10-08 13:03:02.880079+05:00,TALON,198.12
1746,2025-10-08 13:03:02.880540+05:00,LEVIATÁN,246.62
1747,2025-10-08 13:03:02.880808+05:00,Gen.G,228.02
1748,2025-10-08 13:03:02.881056+05:00,FUT Esports,262.00
1749,2025-10-08 13:03:02.881327+05:00,EDward Gaming,159.10
1750,2025-10-08 13:03:02.881589+05:00,FunPlus Phoenix,211.62
1751,2025-10-08 13:03:02.881815+05:00,Trace Esports,161.65
1752,2025-10-08 13:03:02.882040+05:00,G2 Esports,210.40
1753,2025-10-08 13:03:02.882330+05:00,Paper Rex,196.82
1754,2025-10-08 13:03:02.882552+05:00,KRÜ Esports,223.41
1755,2025-10-08 13:03:02.882770+05:00,FNATIC,252.50
1756,2025-10-08 13:03:02.882985+05:00,DRX,183.56
1757,2025-10-08 13:03:02.883198+05:00,Team Heretics,199.66
1758,2025-10-08 13:03:02.883421+05:00,Team Vitality,136.56
1759,2025-10-08 13:03:02.883642+05:00,Sentinels,167.23
1760,2025-10-08 13:03:02.883889+05:00,Bilibili Gaming,240.53
1761,2025-10-08 13:03:12.898664+05:00,TALON,202.28
1762,2025-10-08 13:03:12.899144+05:00,LEVIATÁN,242.76
1763,2025-10-08 13:03:12.899388+05:00,Gen.G,223.14
1764,2025-10-08 13:03:12.899673+05:00,FUT Esports,265.63
1765,2025-10-08 13:03:12.899927+05:00,EDward Gaming,157.48
1766,2025-10-08 13:03:12.900179+05:00,FunPlus Phoenix,203.52
1767,2025-10-08 13:03:12.900400+05:00,Trace Esports,166.08
1768,2025-10-08 13:03:12.900627+05:00,G2 Esports,219.54
1769,2025-10-08 13:03:12.900899+05:00,Paper Rex,206.25
1770,2025-10-08 13:03:12.901150+05:00,KRÜ Esports,214.17
1771,2025-10-08 13:03:12.901381+05:00,FNATIC,246.92
1772,2025-10-08 13:03:12.901600+05:00,DRX,190.34
1773,2025-10-08 13:03:12.901833+05:00,Team Heretics,193.18
1774,2025-10-08 13:03:12.902060+05:00,Team Vitality,145.50
1775,2025-10-08 13:03:12.902274+05:00,Sentinels,170.47
1776,2025-10-08 13:03:12.902493+05:00,Bilibili Gaming,242.06
1777,2025-10-08 13:03:22.904284+05:00,TALON,203.96
1778,2025-10-08 13:03:22.904892+05:00,LEVIATÁN,237.91
1779,2025-10-08 13:03:22.905195+05:00,Gen.G,231.19
1780,2025-10-08 13:03:22.905508+05:00,FUT Esports,259.23
1781,2025-10-08 13:03:22.905768+05:00,EDward Gaming,152.60
1782,2025-10-08 13:03:22.906019+05:00,FunPlus Phoenix,212.72
1783,2025-10-08 13:03:22.906282+05:00,Trace Esports,174.93
1784,2025-10-08 13:03:22.906538+05:00,G2 Esports,218.57
1785,2025-10-08 13:03:22.906786+05:00,Paper Rex,210.18
1786,2025-10-08 13:03:22.906996+05:00,KRÜ Esports,214.59
1787,2025-10-08 13:03:22.907222+05:00,FNATIC,246.36
1788,2025-10-08 13:03:22.907481+05:00,DRX,182.67
1789,2025-10-08 13:03:22.907721+05:00,Team Heretics,198.69
1790,2025-10-08 13:03:22.907956+05:00,Team Vitality,142.59
1791,2025-10-08 13:03:22.908192+05:00,Sentinels,177.76
1792,2025-10-08 13:03:22.908393+05:00,Bilibili Gaming,250.07
1793,2025-10-08 13:03:32.922583+05:00,TALON,200.38
1794,2025-10-08 13:03:32.923042+05:00,LEVIATÁN,233.30
1795,2025-10-08 13:03:32.923309+05:00,Gen.G,226.39
1796,2025-10-08 13:03:32.923614+05:00,FUT Esports,263.68
1797,2025-10-08 13:03:32.923857+05:00,EDward Gaming,142.71
1798,2025-10-08 13:03:32.924106+05:00,FunPlus Phoenix,222.46
1799,2025-10-08 13:03:32.924339+05:00,Trace Esports,178.27
1800,2025-10-08 13:03:32.924557+05:00,G2 Esports,218.30
1801,2025-10-08 13:03:32.924792+05:00,Paper Rex,219.34
1802,2025-10-08 13:03:32.925066+05:00,KRÜ Esports,211.04
1803,2025-10-08 13:03:32.925383+05:00,FNATIC,246.34
1804,2025-10-08 13:03:32.925651+05:00,DRX,186.98
1805,2025-10-08 13:03:32.925873+05:00,Team Heretics,199.77
1806,2025-10-08 13:03:32.926104+05:00,Team Vitality,138.48
1807,2025-10-08 13:03:32.926318+05:00,Sentinels,171.70
1808,2025-10-08 13:03:32.926529+05:00,Bilibili Gaming,240.18
1809,2025-10-08 13:03:42.933422+05:00,TALON,203.49
1810,2025-10-08 13:03:42.935620+05:00,LEVIATÁN,235.67
1811,2025-10-08 13:03:42.935913+05:00,Gen.G,231.37
1812,2025-10-08 13:03:42.936199+05:00,FUT Esports,266.05
1813,2025-10-08 13:03:42.936523+05:00,EDward Gaming,139.43
1814,2025-10-08 13:03:42.936832+05:00,FunPlus Phoenix,220.82
1815,2025-10-08 13:03:42.937119+05:00,Trace Esports,169.82
1816,2025-10-08 13:03:42.937398+05:00,G2 Esports,215.32
1817,2025-10-08 13:03:42.937694+05:00,Paper Rex,219.77
1818,2025-10-08 13:03:42.937992+05:00,KRÜ Esports,214.25
1819,2025-10-08 13:03:42.938276+05:00,FNATIC,248.76
1820,2025-10-08 13:03:42.938557+05:00,DRX,182.72
1821,2025-10-08 13:03:42.938870+05:00,Team Heretics,200.15
1822,2025-10-08 13:03:42.939169+05:00,Team Vitality,141.88
1823,2025-10-08 13:03:42.939451+05:00,Sentinels,169.94
1824,2025-10-08 13:03:42.939730+05:00,Bilibili Gaming,248.80
1825,2025-10-08 13:03:52.950728+05:00,TALON,202.88
1826,2025-10-08 13:03:52.952521+05:00,LEVIATÁN,230.65
1827,2025-10-08 13:03:52.952797+05:00,Gen.G,222.54
1828,2025-10-08 13:03:52.953053+05:00,FUT Esports,268.18
1829,2025-10-08 13:03:52.953306+05:00,EDward Gaming,146.90
1830,2025-10-08 13:03:52.953552+05:00,FunPlus Phoenix,217.71
1831,2025-10-08 13:03:52.953759+05:00,Trace Esports,168.61
1832,2025-10-08 13:03:52.953963+05:00,G2 Esports,215.81
1833,2025-10-08 13:03:52.954164+05:00,Paper Rex,215.18
1834,2025-10-08 13:03:52.954371+05:00,KRÜ Esports,206.34
1835,2025-10-08 13:03:52.954572+05:00,FNATIC,242.22
1836,2025-10-08 13:03:52.954775+05:00,DRX,190.51
1837,2025-10-08 13:03:52.954981+05:00,Team Heretics,191.39
1838,2025-10-08 13:03:52.955184+05:00,Team Vitality,143.28
1839,2025-10-08 13:03:52.955388+05:00,Sentinels,164.73
1840,2025-10-08 13:03:52.955609+05:00,Bilibili Gaming,239.51
1841,2025-10-08 13:04:02.968634+05:00,TALON,193.01
1842,2025-10-08 13:04:02.972940+05:00,LEVIATÁN,235.14
1843,2025-10-08 13:04:02.973390+05:00,Gen.G,219.64
1844,2025-10-08 13:04:02.973691+05:00,FUT Esports,275.24
1845,2025-10-08 13:04:02.973999+05:00,EDward Gaming,138.14
1846,2025-10-08 13:04:02.974284+05:00,FunPlus Phoenix,212.57
1847,2025-10-08 13:04:02.974564+05:00,Trace Esports,159.65
1848,2025-10-08 13:04:02.974859+05:00,G2 Esports,220.12
1849,2025-10-08 13:04:02.975160+05:00,Paper Rex,209.60
1850,2025-10-08 13:04:02.975446+05:00,KRÜ Esports,196.80
1851,2025-10-08 13:04:02.975877+05:00,FNATIC,245.45
1852,2025-10-08 13:04:02.976162+05:00,DRX,190.44
1853,2025-10-08 13:04:02.976456+05:00,Team Heretics,187.65
1854,2025-10-08 13:04:02.976737+05:00,Team Vitality,141.81
1855,2025-10-08 13:04:02.977017+05:00,Sentinels,165.50
1856,2025-10-08 13:04:02.977305+05:00,Bilibili Gaming,235.06
1857,2025-10-08 13:04:12.992908+05:00,TALON,201.92
1858,2025-10-08 13:04:12.995079+05:00,LEVIATÁN,235.88
1859,2025-10-08 13:04:12.995528+05:00,Gen.G,226.54
1860,2025-10-08 13:04:12.995894+05:00,FUT Esports,266.14
1861,2025-10-08 13:04:12.996229+05:00,EDward Gaming,147.30
1862,2025-10-08 13:04:12.996522+05:00,FunPlus Phoenix,204.45
1863,2025-10-08 13:04:12.996828+05:00,Trace Esports,161.74
1864,2025-10-08 13:04:12.997107+05:00,G2 Esports,214.10
1865,2025-10-08 13:04:12.997388+05:00,Paper Rex,206.23
1866,2025-10-08 13:04:12.997695+05:00,KRÜ Esports,199.06
1867,2025-10-08 13:04:12.997996+05:00,FNATIC,241.54
1868,2025-10-08 13:04:12.998296+05:00,DRX,194.59
1869,2025-10-08 13:04:12.998578+05:00,Team Heretics,192.56
1870,2025-10-08 13:04:12.998886+05:00,Team Vitality,137.82
1871,2025-10-08 13:04:12.999168+05:00,Sentinels,167.40
1872,2025-10-08 13:04:12.999456+05:00,Bilibili Gaming,241.11
1873,2025-10-08 13:04:23.001124+05:00,TALON,210.38
1874,2025-10-08 13:04:23.002966+05:00,LEVIATÁN,238.08
1875,2025-10-08 13:04:23.003478+05:00,Gen.G,222.63
1876,2025-10-08 13:04:23.003952+05:00,FUT Esports,268.81
1877,2025-10-08 13:04:23.004242+05:00,EDward Gaming,149.80
1878,2025-10-08 13:04:23.004549+05:00,FunPlus Phoenix,208.49
1879,2025-10-08 13:04:23.004828+05:00,Trace Esports,160.23
1880,2025-10-08 13:04:23.005133+05:00,G2 Esports,212.67
1881,2025-10-08 13:04:23.005444+05:00,Paper Rex,200.21
1882,2025-10-08 13:04:23.005729+05:00,KRÜ Esports,204.28
1883,2025-10-08 13:04:23.006013+05:00,FNATIC,232.38
1884,2025-10-08 13:04:23.006314+05:00,DRX,201.62
1885,2025-10-08 13:04:23.006632+05:00,Team Heretics,193.96
1886,2025-10-08 13:04:23.006934+05:00,Team Vitality,130.77
1887,2025-10-08 13:04:23.007217+05:00,Sentinels,174.72
1888,2025-10-08 13:04:23.007518+05:00,Bilibili Gaming,231.89
1889,2025-10-08 13:04:33.021069+05:00,TALON,215.15
1890,2025-10-08 13:04:33.022823+05:00,LEVIATÁN,230.10
1891,2025-10-08 13:04:33.023133+05:00,Gen.G,231.11
1892,2025-10-08 13:04:33.023391+05:00,FUT Esports,268.89
1893,2025-10-08 13:04:33.023631+05:00,EDward Gaming,148.97
1894,2025-10-08 13:04:33.023873+05:00,FunPlus Phoenix,202.50
1895,2025-10-08 13:04:33.024138+05:00,Trace Esports,160.39
1896,2025-10-08 13:04:33.024378+05:00,G2 Esports,221.38
1897,2025-10-08 13:04:33.024617+05:00,Paper Rex,204.07
1898,2025-10-08 13:04:33.024870+05:00,KRÜ Esports,197.47
1899,2025-10-08 13:04:33.025123+05:00,FNATIC,237.09
1900,2025-10-08 13:04:33.025402+05:00,DRX,206.46
1901,2025-10-08 13:04:33.025632+05:00,Team Heretics,195.03
1902,2025-10-08 13:04:33.025870+05:00,Team Vitality,124.60
1903,2025-10-08 13:04:33.026130+05:00,Sentinels,180.15
1904,2025-10-08 13:04:33.026375+05:00,Bilibili Gaming,236.99
1905,2025-10-08 13:04:43.032992+05:00,TALON,219.96
1906,2025-10-08 13:04:43.034878+05:00,LEVIATÁN,229.62
1907,2025-10-08 13:04:43.035331+05:00,Gen.G,233.38
1908,2025-10-08 13:04:43.035783+05:00,FUT Esports,272.74
1909,2025-10-08 13:04:43.036162+05:00,EDward Gaming,142.88
1910,2025-10-08 13:04:43.036483+05:00,FunPlus Phoenix,210.90
1911,2025-10-08 13:04:43.036849+05:00,Trace Esports,160.11
1912,2025-10-08 13:04:43.037306+05:00,G2 Esports,226.81
1913,2025-10-08 13:04:43.037674+05:00,Paper Rex,201.28
1914,2025-10-08 13:04:43.038043+05:00,KRÜ Esports,198.59
1915,2025-10-08 13:04:43.038413+05:00,FNATIC,227.99
1916,2025-10-08 13:04:43.038757+05:00,DRX,203.56
1917,2025-10-08 13:04:43.039109+05:00,Team Heretics,197.19
1918,2025-10-08 13:04:43.039502+05:00,Team Vitality,123.80
1919,2025-10-08 13:04:43.039863+05:00,Sentinels,178.28
1920,2025-10-08 13:04:43.040250+05:00,Bilibili Gaming,236.15
1921,2025-10-08 13:04:53.042512+05:00,TALON,210.38
1922,2025-10-08 13:04:53.044470+05:00,LEVIATÁN,221.57
1923,2025-10-08 13:04:53.044793+05:00,Gen.G,237.30
1924,2025-10-08 13:04:53.045108+05:00,FUT Esports,270.76
1925,2025-10-08 13:04:53.045398+05:00,EDward Gaming,147.46
1926,2025-10-08 13:04:53.045684+05:00,FunPlus Phoenix,218.85
1927,2025-10-08 13:04:53.045972+05:00,Trace Esports,162.33
1928,2025-10-08 13:04:53.046257+05:00,G2 Esports,232.08
1929,2025-10-08 13:04:53.046550+05:00,Paper Rex,209.59
1930,2025-10-08 13:04:53.046831+05:00,KRÜ Esports,191.85
1931,2025-10-08 13:04:53.047123+05:00,FNATIC,232.11
1932,2025-10-08 13:04:53.047402+05:00,DRX,202.61
1933,2025-10-08 13:04:53.047692+05:00,Team Heretics,200.97
1934,2025-10-08 13:04:53.047973+05:00,Team Vitality,120.63
1935,2025-10-08 13:04:53.048260+05:00,Sentinels,182.03
1936,2025-10-08 13:04:53.048539+05:00,Bilibili Gaming,244.33
1937,2025-10-08 13:05:03.059320+05:00,TALON,218.89
1938,2025-10-08 13:05:03.061205+05:00,LEVIATÁN,214.02
1939,2025-10-08 13:05:03.061490+05:00,Gen.G,241.56
1940,2025-10-08 13:05:03.061756+05:00,FUT Esports,275.41
1941,2025-10-08 13:05:03.062024+05:00,EDward Gaming,152.04
1942,2025-10-08 13:05:03.062276+05:00,FunPlus Phoenix,219.80
1943,2025-10-08 13:05:03.062561+05:00,Trace Esports,168.47
1944,2025-10-08 13:05:03.062782+05:00,G2 Esports,226.09
1945,2025-10-08 13:05:03.063054+05:00,Paper Rex,205.96
1946,2025-10-08 13:05:03.063318+05:00,KRÜ Esports,193.51
1947,2025-10-08 13:05:03.063582+05:00,FNATIC,229.44
1948,2025-10-08 13:05:03.063813+05:00,DRX,204.77
1949,2025-10-08 13:05:03.064057+05:00,Team Heretics,208.23
1950,2025-10-08 13:05:03.064301+05:00,Team Vitality,120.65
1951,2025-10-08 13:05:03.064515+05:00,Sentinels,189.89
1952,2025-10-08 13:05:03.064743+05:00,Bilibili Gaming,252.37
1953,2025-10-08 13:05:13.078899+05:00,TALON,224.25
1954,2025-10-08 13:05:13.081325+05:00,LEVIATÁN,216.21
1955,2025-10-08 13:05:13.081855+05:00,Gen.G,247.31
1956,2025-10-08 13:05:13.082321+05:00,FUT Esports,273.71
1957,2025-10-08 13:05:13.082628+05:00,EDward Gaming,147.51
1958,2025-10-08 13:05:13.082915+05:00,FunPlus Phoenix,216.70
1959,2025-10-08 13:05:13.083200+05:00,Trace Esports,158.96
1960,2025-10-08 13:05:13.083493+05:00,G2 Esports,224.61
1961,2025-10-08 13:05:13.083781+05:00,Paper Rex,199.88
1962,2025-10-08 13:05:13.084064+05:00,KRÜ Esports,198.25
1963,2025-10-08 13:05:13.084349+05:00,FNATIC,227.39
1964,2025-10-08 13:05:13.084647+05:00,DRX,209.39
1965,2025-10-08 13:05:13.084930+05:00,Team Heretics,198.79
1966,2025-10-08 13:05:13.085220+05:00,Team Vitality,126.10
1967,2025-10-08 13:05:13.085498+05:00,Sentinels,190.40
1968,2025-10-08 13:05:13.085795+05:00,Bilibili Gaming,244.35
1969,2025-10-08 13:05:23.088164+05:00,TALON,224.68
1970,2025-10-08 13:05:23.088882+05:00,LEVIATÁN,223.29
1971,2025-10-08 13:05:23.089238+05:00,Gen.G,245.92
1972,2025-10-08 13:05:23.089548+05:00,FUT Esports,265.14
1973,2025-10-08 13:05:23.089834+05:00,EDward Gaming,157.50
1974,2025-10-08 13:05:23.090216+05:00,FunPlus Phoenix,213.36
1975,2025-10-08 13:05:23.090503+05:00,Trace Esports,152.95
1976,2025-10-08 13:05:23.090787+05:00,G2 Esports,229.63
1977,2025-10-08 13:05:23.091081+05:00,Paper Rex,204.67
1978,2025-10-08 13:05:23.091398+05:00,KRÜ Esports,195.43
1979,2025-10-08 13:05:23.091683+05:00,FNATIC,230.36
1980,2025-10-08 13:05:23.091968+05:00,DRX,202.89
1981,2025-10-08 13:05:23.092268+05:00,Team Heretics,202.34
1982,2025-10-08 13:05:23.092585+05:00,Team Vitality,122.49
1983,2025-10-08 13:05:23.092868+05:00,Sentinels,194.55
1984,2025-10-08 13:05:23.093148+05:00,Bilibili Gaming,240.30
1985,2025-10-08 13:05:33.095249+05:00,TALON,230.56
1986,2025-10-08 13:05:33.097377+05:00,LEVIATÁN,220.96
1987,2025-10-08 13:05:33.097672+05:00,Gen.G,249.60
1988,2025-10-08 13:05:33.097937+05:00,FUT Esports,274.82
1989,2025-10-08 13:05:33.098159+05:00,EDward Gaming,161.03
1990,2025-10-08 13:05:33.098381+05:00,FunPlus Phoenix,212.32
1991,2025-10-08 13:05:33.098588+05:00,Trace Esports,145.46
1992,2025-10-08 13:05:33.098792+05:00,G2 Esports,231.90
1993,2025-10-08 13:05:33.099012+05:00,Paper Rex,208.97
1994,2025-10-08 13:05:33.099215+05:00,KRÜ Esports,194.24
1995,2025-10-08 13:05:33.099444+05:00,FNATIC,225.26
1996,2025-10-08 13:05:33.099650+05:00,DRX,194.58
1997,2025-10-08 13:05:33.099854+05:00,Team Heretics,204.72
1998,2025-10-08 13:05:33.100062+05:00,Team Vitality,114.89
1999,2025-10-08 13:05:33.100264+05:00,Sentinels,199.55
2000,2025-10-08 13:05:33.100467+05:00,Bilibili Gaming,236.56
2001,2025-10-08 13:05:43.112816+05:00,TALON,239.50
2002,2025-10-08 13:05:43.114855+05:00,LEVIATÁN,223.78
2003,2025-10-08 13:05:43.115174+05:00,Gen.G,253.80
2004,2025-10-08 13:05:43.115474+05:00,FUT Esports,275.20
2005,2025-10-08 13:05:43.115775+05:00,EDward Gaming,163.11
2006,2025-10-08 13:05:43.116070+05:00,FunPlus Phoenix,213.83
2007,2025-10-08 13:05:43.116363+05:00,Trace Esports,144.55
2008,2025-10-08 13:05:43.116655+05:00,G2 Esports,233.56
2009,2025-10-08 13:05:43.116978+05:00,Paper Rex,212.13
2010,2025-10-08 13:05:43.117294+05:00,KRÜ Esports,185.70
2011,2025-10-08 13:05:43.117578+05:00,FNATIC,222.51
2012,2025-10-08 13:05:43.117854+05:00,DRX,196.47
2013,2025-10-08 13:05:43.118150+05:00,Team Heretics,209.41
2014,2025-10-08 13:05:43.118451+05:00,Team Vitality,122.86
2015,2025-10-08 13:05:43.118733+05:00,Sentinels,204.38
2016,2025-10-08 13:05:43.119023+05:00,Bilibili Gaming,227.51
2017,2025-10-08 13:05:53.120666+05:00,TALON,243.73
2018,2025-10-08 13:05:53.121394+05:00,LEVIATÁN,232.08
2019,2025-10-08 13:05:53.121706+05:00,Gen.G,255.82
2020,2025-10-08 13:05:53.122014+05:00,FUT Esports,280.92
2021,2025-10-08 13:05:53.122336+05:00,EDward Gaming,157.20
2022,2025-10-08 13:05:53.122626+05:00,FunPlus Phoenix,214.24
2023,2025-10-08 13:05:53.122909+05:00,Trace Esports,148.73
2024,2025-10-08 13:05:53.123192+05:00,G2 Esports,242.20
2025,2025-10-08 13:05:53.123474+05:00,Paper Rex,216.26
2026,2025-10-08 13:05:53.123789+05:00,KRÜ Esports,184.07
2027,2025-10-08 13:05:53.124095+05:00,FNATIC,224.77
2028,2025-10-08 13:05:53.124385+05:00,DRX,206.34
2029,2025-10-08 13:05:53.124677+05:00,Team Heretics,204.90
2030,2025-10-08 13:05:53.124983+05:00,Team Vitality,116.97
2031,2025-10-08 13:05:53.125305+05:00,Sentinels,204.01
2032,2025-10-08 13:05:53.125594+05:00,Bilibili Gaming,237.51
2033,2025-10-08 13:06:03.127613+05:00,TALON,245.40
2034,2025-10-08 13:06:03.128215+05:00,LEVIATÁN,236.58
2035,2025-10-08 13:06:03.128538+05:00,Gen.G,253.00
2036,2025-10-08 13:06:03.128853+05:00,FUT Esports,278.93
2037,2025-10-08 13:06:03.129154+05:00,EDward Gaming,156.89
2038,2025-10-08 13:06:03.129435+05:00,FunPlus Phoenix,209.35
2039,2025-10-08 13:06:03.129731+05:00,Trace Esports,158.54
2040,2025-10-08 13:06:03.130029+05:00,G2 Esports,251.52
2041,2025-10-08 13:06:03.130314+05:00,Paper Rex,221.11
2042,2025-10-08 13:06:03.130598+05:00,KRÜ Esports,184.05
2043,2025-10-08 13:06:03.130893+05:00,FNATIC,229.14
2044,2025-10-08 13:06:03.131182+05:00,DRX,213.28
2045,2025-10-08 13:06:03.131482+05:00,Team Heretics,196.19
2046,2025-10-08 13:06:03.131763+05:00,Team Vitality,124.57
2047,2025-10-08 13:06:03.132137+05:00,Sentinels,203.58
2048,2025-10-08 13:06:03.132622+05:00,Bilibili Gaming,234.99
2049,2025-10-08 13:06:13.136425+05:00,TALON,237.94
2050,2025-10-08 13:06:13.138541+05:00,LEVIATÁN,242.24
2051,2025-10-08 13:06:13.138947+05:00,Gen.G,246.07
2052,2025-10-08 13:06:13.139382+05:00,FUT Esports,288.72
2053,2025-10-08 13:06:13.139819+05:00,EDward Gaming,148.76
2054,2025-10-08 13:06:13.140123+05:00,FunPlus Phoenix,207.03
2055,2025-10-08 13:06:13.140407+05:00,Trace Esports,153.16
2056,2025-10-08 13:06:13.140701+05:00,G2 Esports,256.08
2057,2025-10-08 13:06:13.140999+05:00,Paper Rex,224.99
2058,2025-10-08 13:06:13.141291+05:00,KRÜ Esports,193.88
2059,2025-10-08 13:06:13.141572+05:00,FNATIC,229.54
2060,2025-10-08 13:06:13.141864+05:00,DRX,212.86
2061,2025-10-08 13:06:13.142161+05:00,Team Heretics,203.39
2062,2025-10-08 13:06:13.142447+05:00,Team Vitality,121.69
2063,2025-10-08 13:06:13.142727+05:00,Sentinels,199.81
2064,2025-10-08 13:06:13.143019+05:00,Bilibili Gaming,227.94
2065,2025-10-08 13:06:23.153280+05:00,TALON,246.58
2066,2025-10-08 13:06:23.154249+05:00,LEVIATÁN,250.36
2067,2025-10-08 13:06:23.154611+05:00,Gen.G,251.51
2068,2025-10-08 13:06:23.154921+05:00,FUT Esports,288.45
2069,2025-10-08 13:06:23.155227+05:00,EDward Gaming,158.44
2070,2025-10-08 13:06:23.155530+05:00,FunPlus Phoenix,214.01
2071,2025-10-08 13:06:23.155830+05:00,Trace Esports,146.14
2072,2025-10-08 13:06:23.156119+05:00,G2 Esports,257.12
2073,2025-10-08 13:06:23.156433+05:00,Paper Rex,216.73
